name,price,address,Type,nbeds,nbath,laundry,heating,parking,air_conditioner,furnished,animal_friendly,Area,lat,lng,Walk Score,Bike Score,Transit Score
2 beds 1 bath house,600,"kelowna, bc, v1x 7p4",Room,1,1,in-unit laundry,central heating,Not specified,central ac,unfurnished,No pets,150,49.90622,-119.37623,27,41,46
1 bedroom in shared house,900,"kelowna, bc, v1x 7p4",House,1,1,Not specified,Not specified,street parking,Not specified,unfurnished,No pets,1200,49.90622,-119.37623,27,41,46
5 beds 3 baths house,5000,"kelowna, bc, v1x 6r2",House,5,3,laundry available,central heating,garage parking,ac available,Not specified,dog and cat friendly,1200,49.87785,-119.36474,18,23,25
rooms with kitchenette,2000,"kelowna, bc, v1x 6r2",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.87785,-119.36474,18,23,25
3 beds 3 baths room only,800,"kelowna, bc, v1v 2b7",Room,1,1,in-unit laundry,central heating,street parking,central ac,furnished,No pets,150,49.96699,-119.45702,0,17,0
1 bed 1 bath townhouse,900,"kelowna, bc, v1x 2a4",Townhouse,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,No pets,1550,49.88895,-119.38231,80,88,49
1 bed 1 bath house,1300,"kelowna, bc, v1x 2a4",House,1,1,Not specified,Not specified,parking available,Not specified,Not specified,No pets,1200,49.88895,-119.38231,80,88,49
1 bed 1 bath house,1500,"coldstream, bc, v1b 1p3",House,1,1,laundry available,heating available,parking available,ac available,unfurnished,No pets,1200,50.22214,-119.22891,3,10,-1
3 beds 2 baths townhouse,3000,"kelowna, bc, v1y 6r3",Townhouse,3,2,in-unit laundry,Not specified,street parking,Not specified,Not specified,dog friendly,1160,49.88624,-119.47663,59,83,55
private room for rent,900,"kelowna, bc, v1v 2t7",Room,1,1,in-unit laundry,Not specified,parking available,Not specified,unfurnished,No pets,150,49.90927,-119.4501,51,83,38
2 bed den  2 baths apartment,2500,"kelowna, bc, v1v 2t7",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,ac available,unfurnished,dog and cat friendly,910,49.90927,-119.4501,51,83,38
1 bed 1 bath house,1050,"kelowna, bc, v1w 1p8",House,1,1,laundry in building,Not specified,street parking,ac available,unfurnished,No pets,1200,49.82727,-119.47994,10,44,30
1 室1卫的租赁式公寓,1700,"kelowna, bc, v1y 0h4",Apartment/Condo,1,1,in-unit laundry,electric heating,garage parking,ac available,Not specified,No pets,530,49.88268,-119.48322,59,93,59
4 beds 2 5 baths house,3500,"kelowna, bc, v1x 5z2",House,4,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.89692,-119.39743,61,78,51
1 bed 1 bath house,1050,"kelowna, bc, v1y 8z2",House,1,1,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,1200,49.8999,-119.46404,12,56,39
health care aid looking for a 1 2 bd for rent in lake country,1200,"lake country, bc, v4v",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,dog and cat friendly,910,50.05353,-119.41109,43,21,-1
2 beds 1 bath house,3000,"lake country, bc, v4v",House,2,1,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,1015,50.05353,-119.41109,43,21,-1
1 bed 1 bath house,1000,"kelowna, bc, v1x 7l2",House,1,1,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,500,49.87907,-119.36595,20,24,25
1 bed 1 bath house,1000,"kelowna, bc, v1x 7l2",House,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,No pets,1200,49.87907,-119.36595,20,24,25
spacious apartment for rental,2600,"kelowna, bc, v1y 9y2",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,1013,49.8807,-119.4622,49,97,56
spacious apartment for rental,2600,"kelowna, bc, v1y 9y2",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,1013,49.8807,-119.4622,49,97,56
1 bed 1 bath apartment,1000,"kelowna, bc, v1v 2r6",Apartment/Condo,1,1,in-unit laundry,heating available,parking available,ac available,unfurnished,No pets,910,49.95436,-119.39774,33,29,30
2 beds 2 baths apartment condo,2250,"kelowna, bc, v1v 2r6",Apartment/Condo,2,2,in-unit laundry,Not specified,parking available,Not specified,Not specified,No pets,910,49.95436,-119.39774,33,29,30
3 beds 2 baths house,2975,"kelowna, bc, v4v 2w4",House,3,2,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1386,50.00792,-119.39137,0,29,25
2 beds 2 baths apartment,2500,"kelowna, bc, v1y 9w1",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1100,49.89602,-119.4979,38,98,39
2 beds 2 baths apartment,2300,"kelowna, bc, v1y 9w1",Apartment/Condo,2,2,in-unit laundry,Not specified,garage parking,Not specified,unfurnished,No pets,910,49.89602,-119.4979,38,98,39
lakeside condo for rent,2500,"kelowna, bc, v1y 9w1",Apartment/Condo,2,2,laundry in building,central heating,garage parking,central ac,unfurnished,No pets,1100,49.89602,-119.4979,38,98,39
spacious lower mission rancher for rent,5500,"kelowna, bc, v1w 1t5",House,7,4,Not specified,electric heating,street parking,Not specified,unfurnished,No pets,1200,49.8146,-119.483,18,67,28
huge garden  1br  1 bath,850,"kelowna, bc, v1y 1v7",Room,1,1,in-unit laundry,central heating,street parking,ac available,unfurnished,No pets,150,49.86549,-119.49129,72,93,47
4 beds 3 baths house,4500,"lake country, bc, v4v 2s4",House,4,3,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200,50.07336,-119.41425,12,21,-1
1 bed 1 bath apartment,1625,"penticton, bc, v2a 3v5",Apartment/Condo,1,1,in-unit laundry,electric heating,parking available,central ac,unfurnished,No pets,910,49.45641,-119.58866,17,59,-1
3 beds 2 baths house,3500,"west kelowna, bc, v4t 1w1",House,3,2,in-unit laundry,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.83888,-119.68729,0,3,-1
studio 1 bath house,2500,"west kelowna, bc, v4t 1w1",House,1,1,Not specified,gas heating,parking available,Not specified,unfurnished,No pets,2400,49.83888,-119.68729,0,3,-1
1 bed 1 bath house,1800,"kelowna, bc, v1y 4p1",House,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200,49.89766,-119.45449,29,77,38
2 beds 1 bath apartment,1600,"north okanagan, bc, v1b",Apartment/Condo,2,1,laundry in building,gas heating,parking available,Not specified,unfurnished,dog and cat friendly,693,50.22844,-119.25979,26,33,-1
studio 1 bath apartment,2000,"north okanagan, bc, v1b",Apartment/Condo,1,1,laundry in building,Not specified,parking available,Not specified,Not specified,dog and cat friendly,910,50.22844,-119.25979,26,33,-1
furnished one bedroom for rent,800,"vernon, bc, v1h 1p3",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150,50.25221,-119.34877,0,13,20
1 bed 1 bath apartment,1300,"kelowna, bc, v1v 2x3",Apartment/Condo,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,910,49.94419,-119.4374,13,28,19
private room for rent,800,"west kelowna, bc, v4t 1w3",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150,49.84387,-119.67881,4,4,-1
2 beds 1 bath townhouse,2100,"west kelowna, bc, v1z 3j7",Townhouse,2,1,in-unit laundry,central heating,street parking,central ac,Not specified,dog and cat friendly,1300,49.86293,-119.53512,0,23,-1
fully furnished student residency,900,"kelowna, bc, v1x 2z3",Room,1,1,laundry in building,central heating,Not specified,central ac,unfurnished,No pets,150,49.88776,-119.38686,88,85,49
4 beds 2 baths apartment,850,"kelowna, bc, v1x 2z3",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,150,49.88776,-119.38686,88,85,49
3 beds 3 baths townhouse,800,"kelowna, bc, v1v 0a4",Room,1,1,in-unit laundry,Not specified,garage parking,central ac,unfurnished,dog and cat friendly,150,49.92674,-119.40158,22,13,34
private room for rent,1200,"kelowna, bc, v1v 0a4",Room,1,1,in-unit laundry,central heating,garage parking,central ac,furnished,No pets,150,49.92674,-119.40158,22,13,34
2 beds 2 bathrooms room only,1200,"kelowna, bc, v1y 0j1",Room,1,1,in-unit laundry,heating available,street parking,ac available,furnished,No pets,150,49.8935,-119.49063,53,99,56
2 beds 1 bath house,900,"lake country, bc, v4v 1s8",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,50.00796,-119.40302,15,29,-1
1 bed 1 bath house,1890,"penticton, bc, v2a 3b1",House,1,1,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,1200,49.48571,-119.5665,15,37,-1
4 beds 2 baths house,3200,"vernon, bc, v1t 4r4",House,4,2,in-unit laundry,central heating,street parking,Not specified,unfurnished,No pets,1200,50.2663,-119.2642,88,49,40
private room for rent,850,"kelowna, bc, v1p 1g2",Room,1,1,laundry available,Not specified,parking available,Not specified,unfurnished,No pets,150,49.86394,-119.35252,34,14,25
3 beds 1 bath house,3200,"kelowna, bc, v1p 1g5",House,3,1,Not specified,central heating,parking available,central ac,unfurnished,No pets,1200,49.86004,-119.35079,17,3,24
1 bed 0 5 bathrooms house,850,"kelowna, bc, v1x 3s6",Room,1,0,in-unit laundry,Not specified,garage parking,Not specified,unfurnished,No pets,1200,49.89354,-119.39848,72,87,48
room for rent,950,"kelowna, bc, v1x 3s6",Room,1,1,in-unit laundry,heating available,parking available,central ac,furnished,No pets,150,49.89354,-119.39848,72,87,48
2 yatak odası 1 banyo sıra ev,950,"kelowna, bc, v1x 3s6",Townhouse,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,dog friendly,1371,49.89354,-119.39848,72,87,48
3 beds 2 baths house,990,"kelowna, bc, v1x 3s6",Room,1,1,in-unit laundry,central heating,Not specified,ac available,unfurnished,No pets,150,49.89354,-119.39848,72,87,48
1 bed 1 bath townhouse,1050,"kelowna, bc, v1y 7c9",Townhouse,1,1,in-unit laundry,gas heating,street parking,ac available,Not specified,No pets,1371,49.89349,-119.48555,46,97,54
lake view house in upper mission,3500,"kelowna, bc, v1w 5k5",House,3,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1200,49.80233,-119.46825,5,8,25
1 bed 1 bath apartment,900,"kelowna, bc, v1w 5n4",Apartment/Condo,1,1,in-unit laundry,electric heating,parking available,ac available,unfurnished,No pets,910,49.86089,-119.46708,38,75,45
2 beds 1 bath apartment,650,"kelowna, bc, v1x 5x8",Room,1,1,laundry in building,heating available,Not specified,Not specified,unfurnished,No pets,150,49.89336,-119.40229,66,86,47
2 beds 1 bath house,1900,"lake country, bc, v4v 1c1",House,2,1,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,1300,50.13259,-119.45276,8,2,-1
2 beds 2 baths apartment,2800,"kelowna, bc, v1y 1g7",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,910,49.86454,-119.49477,71,89,46
private room for rent,875,"kelowna, bc, v1x 3x6",Room,1,1,laundry in building,Not specified,parking available,Not specified,furnished,No pets,150,49.88788,-119.40257,76,77,49
3 beds 1 bath apartment,875,"kelowna, bc, v1x 3x6",Room,1,1,laundry available,heating available,parking available,ac available,unfurnished,No pets,150,49.88788,-119.40257,76,77,49
1 bed 1 bath apartment,895,"kelowna, bc, v1x 3x6",Apartment/Condo,1,1,laundry in building,Not specified,parking available,Not specified,Not specified,No pets,910,49.88788,-119.40257,76,77,49
3 beds 1 5 baths house,3000,"kelowna, bc, v1x 1g3",House,3,1,Not specified,Not specified,street parking,Not specified,unfurnished,No pets,1200,49.87945,-119.39699,45,71,39
3 beds 3 baths townhouse,3100,"west kelowna, bc, v4t 2k1",Townhouse,3,3,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,1371,49.81951,-119.62177,3,16,-1
2 beds 2 baths apartment,2000,"west kelowna, bc, v4t 3j3",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,870,49.84594,-119.61077,8,14,-1
1 bed 1 bath apartment,1800,"west kelowna, bc, v4t 3j3",Apartment/Condo,1,1,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,910,49.84594,-119.61077,8,14,-1
2 beds 2 baths apartment,2200,"west kelowna, bc, v4t 3j3",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,central ac,unfurnished,No pets,1000,49.84594,-119.61077,8,14,-1
3 beds 2 baths house,2400,"central okanagan, bc",House,3,2,in-unit laundry,gas heating,parking available,central ac,Not specified,No pets,1250,49.95449,-119.45097,0,16,0
3 beds 2 baths house,2100,"central okanagan, bc",House,3,2,in-unit laundry,central heating,garage parking,central ac,Not specified,dog friendly,1200,49.95449,-119.45097,0,16,0
bedroom for rent,800,"central okanagan, bc",Room,1,1,laundry available,gas heating,parking available,central ac,unfurnished,No pets,150,49.95449,-119.45097,0,16,0
2 beds 1 bath house,2400,"central okanagan, bc",House,2,1,in-unit laundry,heating available,parking available,ac available,Not specified,dog and cat friendly,1200,49.95449,-119.45097,0,16,0
1 bed 1 bath apartment,1400,"kelowna, bc, v1x 7p6",Apartment/Condo,1,1,Not specified,Not specified,street parking,Not specified,unfurnished,No pets,910,49.90083,-119.37953,47,75,48
room for rent,900,"kelowna, bc, v1y 5j1",Room,1,1,Not specified,gas heating,street parking,ac available,unfurnished,No pets,150,49.87174,-119.48978,56,99,46
3 beds 1 bath house,2250,"kelowna, bc, v1w 1j4",House,3,1,in-unit laundry,central heating,street parking,central ac,unfurnished,dog and cat friendly,1050,49.81332,-119.47736,11,63,26
furnished 2 bedroom  1 bathroom basement suite,1900,"kelowna, bc, v1w 3b4",Apartment/Condo,2,1,in-unit laundry,Not specified,street parking,central ac,unfurnished,No pets,1400,49.80852,-119.45878,5,29,24
3 beds 2 5 baths townhouse,3300,"kelowna, bc, v1y 5j3",Townhouse,3,2,in-unit laundry,gas heating,garage parking,central ac,unfurnished,dog and cat friendly,1450,49.87177,-119.48417,53,94,46
roommate wanted,1200,"lake country, bc, v4v 1t9",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150,50.0316,-119.40228,52,35,-1
2 beds 1 bath house,2000,"okanagan-similkameen, bc",House,2,1,laundry in building,heating available,parking available,ac available,Not specified,No pets,1000,49.39276,-120.14867,0,5,-1
2 beds 1 bath townhouse,1500,"okanagan-similkameen, bc",Townhouse,2,1,in-unit laundry,Not specified,street parking,Not specified,unfurnished,No pets,1371,49.39276,-120.14867,0,5,-1
2 beds 1 bath house,1600,"okanagan-similkameen, bc",House,2,1,in-unit laundry,gas heating,street parking,central ac,unfurnished,dog and cat friendly,1265,49.39276,-120.14867,0,5,-1
3 beds 2 baths house,2450,"okanagan-similkameen, bc",House,3,2,laundry in building,central heating,street parking,central ac,Not specified,dog and cat friendly,1200,49.39276,-120.14867,0,5,-1
4 beds 2 5 baths house,1234,"okanagan-similkameen, bc",Room,1,1,laundry in building,Not specified,parking available,Not specified,unfurnished,No pets,150,49.39276,-120.14867,0,5,-1
1 bed 1 bath house,895,"okanagan-similkameen, bc",House,1,1,laundry in building,central heating,street parking,central ac,furnished,No pets,1200,49.39276,-120.14867,0,5,-1
2 beds 2 baths house,2100,"west kelowna, bc, v4t 1v1",House,2,2,in-unit laundry,gas heating,street parking,ac available,unfurnished,No pets,1200,49.8507,-119.60125,2,12,-1
4 beds 2 baths house,4800,"west kelowna, bc, v4t 1v1",House,4,2,in-unit laundry,heating available,garage parking,ac available,Not specified,dog and cat friendly,1800,49.8507,-119.60125,2,12,-1
2 habitaciones 2 baños departamento,700,"kelowna, bc, v1w 3w1",Room,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,150,49.8605,-119.48082,62,85,49
2 beds 2 5 baths townhouse,3200,"kelowna, bc, v1y 5e6",Townhouse,2,2,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,1001,49.86903,-119.48802,65,98,47
3 beds 2 5 baths townhouse,3200,"kelowna, bc, v1y 5e6",Townhouse,3,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog and cat friendly,1371,49.86903,-119.48802,65,98,47
basement for rent,2000,"kelowna, bc, v1x 7b9",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.88622,-119.37972,62,63,47
2 beds 2 baths apartment,2000,"west kelowna, bc, v4t 2z7",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,dog and cat friendly,1190,49.86519,-119.60351,0,4,-1
1 bed 1 bath house,950,"west kelowna, bc, v4t 1m4",House,1,1,Not specified,heating available,Not specified,ac available,unfurnished,No pets,1200,49.84871,-119.65491,2,16,-1
1 bed 1 bath house,1100,"kelowna, bc, v1y 5c8",House,1,1,in-unit laundry,Not specified,parking available,Not specified,Not specified,dog and cat friendly,1200,49.86829,-119.48542,61,96,47
2 beds 1 bath apartment,860,"kelowna, bc, v1y 5c6",Room,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,150,49.86831,-119.48965,64,97,47
1 bed 2 baths apartment,1950,"vernon, bc, v1h 2j6",Apartment/Condo,1,2,Not specified,central heating,garage parking,central ac,unfurnished,No pets,910,50.23826,-119.34485,4,15,20
3 beds 2 baths townhouse,1000,"penticton, bc, v2a 4r2",Room,1,1,laundry available,electric heating,street parking,central ac,Not specified,No pets,150,49.48782,-119.57471,46,55,-1
4 beds 2 baths house,3600,"coldstream, bc, v1b 1c9",House,4,2,in-unit laundry,central heating,Not specified,Not specified,unfurnished,No pets,1200,50.21997,-119.23702,12,10,-1
private room for rent,900,"central okanagan, bc, v1x",Room,1,1,laundry in building,central heating,parking available,central ac,unfurnished,No pets,150,49.91081,-119.38279,19,40,50
3 beds 2 baths house,2800,"west kelowna, bc, v1z 3m6",House,3,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.89625,-119.54979,0,5,-1
2 beds 2 baths apartment,2100,"lake country, bc, v4v 2n8",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,900,50.06948,-119.42031,12,11,-1
2 beds 1 bath house,2000,"kelowna, bc, v1p 1v2",House,2,1,in-unit laundry,electric heating,street parking,Not specified,unfurnished,dog and cat friendly,1200,49.8817,-119.35142,8,22,20
private room for rent,900,"kelowna, bc, v1p 1v2",Room,1,1,laundry available,heating available,street parking,Not specified,unfurnished,No pets,150,49.8817,-119.35142,8,22,20
4 beds 2 baths house,750,"west kelowna, bc, v1z 3z1",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,150,49.8784,-119.56807,2,12,-1
2 beds 1 bath house,1800,"penticton, bc, v2a 7v8",House,2,1,laundry available,central heating,street parking,central ac,unfurnished,No pets,1200,49.47139,-119.56962,12,32,-1
1 bedroom 1 den basement suit,2000,"west kelowna, bc, v1z 3x9",House,2,1,laundry available,central heating,street parking,central ac,unfurnished,dog and cat friendly,1100,49.87866,-119.56137,1,11,-1
1 bed 1 bath house,850,"west kelowna, bc, v4t 3k1",House,1,1,laundry in building,Not specified,Not specified,central ac,unfurnished,No pets,1200,49.83869,-119.62077,26,46,-1
private room for rent,950,"west kelowna, bc, v4t 3k1",Room,1,1,laundry in building,gas heating,parking available,central ac,unfurnished,No pets,150,49.83869,-119.62077,26,46,-1
beautiful 5 bdrm chalet at big white available from may nov,3000,"kootenay boundary, bc, v0h",House,5,3,in-unit laundry,Not specified,parking available,Not specified,unfurnished,dog and cat friendly,2400,49.35637,-118.61706,0,10,-1
3 beds 2 baths townhouse,2200,"kootenay boundary, bc, v0h",Townhouse,3,2,in-unit laundry,electric heating,garage parking,Not specified,unfurnished,dog and cat friendly,1200,49.35637,-118.61706,0,10,-1
beautiful fully furnished pet friendly 2bd 2bth condo at big white available apr 15 nov 15 only,1800,"kootenay boundary, bc, v0h",Apartment/Condo,2,2,in-unit laundry,electric heating,parking available,Not specified,unfurnished,dog and cat friendly,910,49.35637,-118.61706,0,10,-1
1 bed 1 bath apartment,3900,"kootenay boundary, bc, v0h",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910,49.35637,-118.61706,0,10,-1
beautiful 5 bdrm at big white available on 7 month lease,3000,"kootenay boundary, bc, v0h",Townhouse,5,3,in-unit laundry,electric heating,street parking,Not specified,unfurnished,No pets,2500,49.35637,-118.61706,0,10,-1
3 beds 2 baths townhouse,12345,"kootenay boundary, bc, v0h",Townhouse,3,2,in-unit laundry,gas heating,garage parking,Not specified,unfurnished,No pets,1371,49.35637,-118.61706,0,10,-1
2 beds 2 baths apartment,12500,"west kelowna, bc, v1z 1k5",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,Not specified,dog friendly,2000,49.86032,-119.55661,3,26,-1
west kelowna rental in four plex,2500,"west kelowna, bc, v4t 1r2",House,3,1,in-unit laundry,electric heating,street parking,ac available,unfurnished,No pets,1200,49.83686,-119.63409,18,33,-1
4 beds 1 bath house,3300,"west kelowna, bc, v4t 1r2",House,4,1,in-unit laundry,heating available,street parking,ac available,Not specified,dog and cat friendly,1400,49.83686,-119.63409,18,33,-1
3 beds 2 baths house,2000,"central okanagan, bc, v1z",House,3,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200,49.85902,-119.58413,6,23,-1
2 beds 2 baths house,2500,"central okanagan, bc, v1z",House,2,2,in-unit laundry,gas heating,parking available,central ac,unfurnished,No pets,1200,49.85902,-119.58413,6,23,-1
1 bed 1 bath apartment,1450,"central okanagan, bc, v1z",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910,49.85902,-119.58413,6,23,-1
2 beds 2 baths apartment,2400,"kelowna, bc, v1w 5e9",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,910,49.85113,-119.4773,29,86,44
1 bed 1 bath house,900,"kelowna, bc, v1v 1b4",House,1,1,laundry available,central heating,street parking,Not specified,Not specified,No pets,1200,49.90795,-119.46475,6,39,33
private room for rent,1200,"kelowna, bc, v1v 0a8",Room,1,1,laundry in building,heating available,street parking,ac available,unfurnished,No pets,150,49.9305,-119.40328,14,21,38
studio 2 baths apartment,2350,"kelowna, bc, v1y 0b5",Apartment/Condo,1,2,Not specified,central heating,garage parking,central ac,Not specified,No pets,150,49.8806,-119.46122,49,97,56
1 bed 1 bath house,690,"penticton, bc, v2a 4y7",House,1,1,in-unit laundry,gas heating,street parking,central ac,Not specified,No pets,1200,49.4853,-119.57954,36,65,-1
2 beds 2 baths apartment,3000,"kelowna, bc, v1y 4b7",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,dog and cat friendly,950,49.88007,-119.46379,54,99,56
1 bed 2 baths apartment,2200,"kelowna, bc, v1y 4b7",Apartment/Condo,1,2,in-unit laundry,heating available,garage parking,ac available,unfurnished,dog and cat friendly,1050,49.88007,-119.46379,54,99,56
4 beds 4 baths house,1000,"kelowna, bc, v1x 6c2",Room,1,1,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,150,49.89275,-119.41394,60,83,50
4 beds 4 baths house,1250,"kelowna, bc, v1x 6c2",Room,1,1,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,150,49.89275,-119.41394,60,83,50
3 beds 2 baths apartment,2500,"kelowna, bc, v1w 3g7",Apartment/Condo,3,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,970,49.84575,-119.48599,30,88,42
unit for rent at playa del sol,2050,"kelowna, bc, v1w 3g7",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910,49.84575,-119.48599,30,88,42
2 bed 2 bath condo for long or short term rent,2600,"kelowna, bc, v1w 3g7",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog and cat friendly,1100,49.84575,-119.48599,30,88,42
3 beds 2 baths townhouse,2850,"vernon, bc, v1h 1l4",Townhouse,3,2,in-unit laundry,electric heating,street parking,ac available,unfurnished,No pets,1200,50.23534,-119.35784,0,18,13
1 bed 1 bathroom townhouse,600,"penticton, bc, v2a 3y4",Townhouse,1,1,in-unit laundry,Not specified,street parking,Not specified,unfurnished,No pets,1371,49.49065,-119.56447,15,23,-1
1 bed 1 bath apartment,1700,"kelowna, bc, v1v 1y4",Apartment/Condo,1,1,in-unit laundry,Not specified,parking available,ac available,unfurnished,dog and cat friendly,910,49.91424,-119.44933,65,89,38
5室3卫 独立宅院,5000,"kelowna, bc, v1w 5m4",House,5,3,laundry available,Not specified,garage parking,Not specified,unfurnished,No pets,4000,49.78642,-119.51244,1,12,-1
3 beds 2 baths house,2795,"west kelowna, bc, v4t 2t3",House,3,2,in-unit laundry,heating available,parking available,ac available,Not specified,dog and cat friendly,1431,49.86503,-119.60341,0,4,-1
2 beds 2 baths apartment,2500,"west kelowna, bc, v4t 3n1",Apartment/Condo,2,2,in-unit laundry,Not specified,street parking,Not specified,unfurnished,dog and cat friendly,960,49.81229,-119.62523,0,29,-1
3 beds 3 baths house,3400,"kelowna, bc, v1x 7e9",House,3,3,in-unit laundry,gas heating,garage parking,central ac,unfurnished,No pets,1200,49.89015,-119.3761,59,58,46
3 beds 2 5 baths house,2950,"kelowna, bc, v1x 1a3",House,3,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200,49.87591,-119.40275,24,68,35
6 beds 4 baths house,5000,"kelowna, bc, v1w 4t6",House,6,4,laundry in building,Not specified,garage parking,central ac,unfurnished,No pets,2800,49.79182,-119.52596,2,26,23
lakeview whole house in upper mission,5100,"kelowna, bc, v1w 4t6",House,6,3,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog and cat friendly,4000,49.79182,-119.52596,2,26,23
2 beds 1 bath house,2200,"kelowna, bc, v1w 4t6",House,2,1,laundry in building,gas heating,garage parking,central ac,unfurnished,No pets,1200,49.79182,-119.52596,2,26,23
3 beds 1 bath house,2750,"kelowna, bc, v1y 7s7",House,3,1,in-unit laundry,Not specified,Not specified,Not specified,Not specified,No pets,1200,49.86211,-119.48666,77,96,48
1 bed 1 bath house,950,"kelowna, bc, v1y 6x3",House,1,1,laundry in building,Not specified,street parking,Not specified,Not specified,No pets,1200,49.89026,-119.48529,50,99,57
1 bedroom for rent  monthly contract,800,"penticton, bc, v2a 1p1",Room,1,1,laundry in building,central heating,street parking,central ac,unfurnished,No pets,150,49.49793,-119.6008,43,76,-1
executive style 3 bed 2 1 2 baths brownstone,4800,"kelowna, bc, v1y 1m6",Townhouse,3,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1950,49.86704,-119.49242,65,94,46
2 beds 1 bath house,2000,"kelowna, bc, v1w 4x1",House,2,1,in-unit laundry,central heating,street parking,central ac,unfurnished,dog and cat friendly,1200,49.80683,-119.47255,6,27,25
2 beds 2 baths apartment,1900,"penticton, bc, v2a 1t6",Apartment/Condo,2,2,in-unit laundry,heating available,garage parking,ac available,Not specified,No pets,910,49.49664,-119.59361,52,74,-1
upper sundance drive west kelowna  bc,2500,"west kelowna, bc, v4t 3e7",House,2,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1199,49.85429,-119.60647,8,11,-1
luxury townhouse lower mission,3500,"kelowna, bc, v1y 0c4",Townhouse,2,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1450,49.86311,-119.49129,75,94,47
1 bed 1 bath apartment,1299,"vernon, bc, v1t 4x8",Apartment/Condo,1,1,Not specified,central heating,parking available,central ac,unfurnished,dog and cat friendly,910,50.27081,-119.26659,86,59,39
2 beds 1 bath house,2000,"kelowna, bc, v1v 1z9",House,2,1,in-unit laundry,heating available,parking available,ac available,unfurnished,No pets,1200,49.96666,-119.40128,13,14,23
2 beds 1 bath house,2250,"kelowna, bc, v1v 1z9",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.96666,-119.40128,13,14,23
